Greek Salad	IN_SUBCATEGORY	Salad
Pad Thai	IN_SUBCATEGORY	Noodles
Salmon Teriyaki	IN_SUBCATEGORY	Seafood
Spaghetti Carbonara	IN_SUBCATEGORY	Pasta
Spinach Dal	IN_SUBCATEGORY	Lentils
Greek Salad	IS	low-calorie
Avocado Toast	PROVIDES	folate
Avocado Toast	PROVIDES	potassium
Avocado Toast	PROVIDES	vitamin_e
Beef Tacos	PROVIDES	calcium
Beef Tacos	PROVIDES	iron
Beef Tacos	PROVIDES	potassium
Beef Tacos	PROVIDES	vitamin_b12
Beef Tacos	PROVIDES	zinc
Butter Chicken	PROVIDES	iron
Butter Chicken	PROVIDES	potassium
Butter Chicken	PROVIDES	vitamin_a
Butter Chicken	PROVIDES	vitamin_b12
Butter Chicken	PROVIDES	zinc
Caesar Salad	PROVIDES	calcium
Caesar Salad	PROVIDES	folate
Caesar Salad	PROVIDES	iron
Caesar Salad	PROVIDES	vitamin_a
Caesar Salad	PROVIDES	vitamin_c
Caesar Salad	PROVIDES	vitamin_k
Chicken Biryani	PROVIDES	iron
Chicken Biryani	PROVIDES	magnesium
Chicken Biryani	PROVIDES	potassium
Chicken Biryani	PROVIDES	zinc
Greek Salad	PROVIDES	calcium
Greek Salad	PROVIDES	potassium
Greek Salad	PROVIDES	vitamin_c
Greek Salad	PROVIDES	vitamin_k
Pad Thai	PROVIDES	iron
Pad Thai	PROVIDES	magnesium
Pad Thai	PROVIDES	phosphorus
Pad Thai	PROVIDES	selenium
Pad Thai	PROVIDES	vitamin_b12
Pad Thai	PROVIDES	zinc
Salmon Teriyaki	PROVIDES	omega3
Salmon Teriyaki	PROVIDES	phosphorus
Salmon Teriyaki	PROVIDES	potassium
Salmon Teriyaki	PROVIDES	selenium
Salmon Teriyaki	PROVIDES	vitamin_b12
Salmon Teriyaki	PROVIDES	vitamin_d
Spaghetti Carbonara	PROVIDES	calcium
Spaghetti Carbonara	PROVIDES	iron
Spaghetti Carbonara	PROVIDES	phosphorus
Spaghetti Carbonara	PROVIDES	selenium
Spaghetti Carbonara	PROVIDES	vitamin_b12
Spaghetti Carbonara	PROVIDES	zinc
Spinach Dal	PROVIDES	folate
Spinach Dal	PROVIDES	iron
Spinach Dal	PROVIDES	magnesium
Spinach Dal	PROVIDES	potassium
Spinach Dal	PROVIDES	vitamin_c
Spinach Dal	PROVIDES	vitamin_k
Spinach Dal	PROVIDES	zinc
hypertension	SHOULD_AVOID	sodium
arctic char	SUBSTITUTES_FOR	salmon fillet
asiago cheese	SUBSTITUTES_FOR	parmesan cheese
avocado oil	SUBSTITUTES_FOR	olive oil
basmati rice	SUBSTITUTES_FOR	jasmine rice
basmati rice	SUBSTITUTES_FOR	long grain rice
brown sugar	SUBSTITUTES_FOR	coconut sugar
brown sugar	SUBSTITUTES_FOR	honey
brown sugar	SUBSTITUTES_FOR	maple syrup
bucatini	SUBSTITUTES_FOR	spaghetti
butter	SUBSTITUTES_FOR	coconut oil
butter	SUBSTITUTES_FOR	ghee
butter	SUBSTITUTES_FOR	margarine
butter	SUBSTITUTES_FOR	olive oil
butter lettuce	SUBSTITUTES_FOR	romaine lettuce
canola oil	SUBSTITUTES_FOR	olive oil
cashew cream	SUBSTITUTES_FOR	heavy cream
cheddar cheese	SUBSTITUTES_FOR	colby cheese
cheddar cheese	SUBSTITUTES_FOR	monterey jack
chicken breast	SUBSTITUTES_FOR	chicken thigh
chicken breast	SUBSTITUTES_FOR	turkey breast
chicken thigh	SUBSTITUTES_FOR	chicken breast
chicken thigh	SUBSTITUTES_FOR	turkey thigh
clarified butter	SUBSTITUTES_FOR	ghee
coconut aminos	SUBSTITUTES_FOR	soy sauce
coconut cream	SUBSTITUTES_FOR	heavy cream
coconut oil	SUBSTITUTES_FOR	butter
coconut oil	SUBSTITUTES_FOR	ghee
coconut sugar	SUBSTITUTES_FOR	brown sugar
colby cheese	SUBSTITUTES_FOR	cheddar cheese
collard greens	SUBSTITUTES_FOR	spinach
feta cheese	SUBSTITUTES_FOR	goat cheese
feta cheese	SUBSTITUTES_FOR	queso fresco
fettuccine	SUBSTITUTES_FOR	spaghetti
ghee	SUBSTITUTES_FOR	butter
ghee	SUBSTITUTES_FOR	clarified butter
ghee	SUBSTITUTES_FOR	coconut oil
glass noodles	SUBSTITUTES_FOR	rice noodles
goat cheese	SUBSTITUTES_FOR	feta cheese
greek yogurt	SUBSTITUTES_FOR	yogurt
green lentils	SUBSTITUTES_FOR	red lentils
ground beef	SUBSTITUTES_FOR	ground lamb
ground beef	SUBSTITUTES_FOR	ground turkey
ground lamb	SUBSTITUTES_FOR	ground beef
ground turkey	SUBSTITUTES_FOR	ground beef
heavy cream	SUBSTITUTES_FOR	cashew cream
heavy cream	SUBSTITUTES_FOR	coconut cream
honey	SUBSTITUTES_FOR	brown sugar
iceberg lettuce	SUBSTITUTES_FOR	romaine lettuce
jasmine rice	SUBSTITUTES_FOR	basmati rice
kale	SUBSTITUTES_FOR	spinach
langoustine	SUBSTITUTES_FOR	shrimp
linguine	SUBSTITUTES_FOR	spaghetti
long grain rice	SUBSTITUTES_FOR	basmati rice
maple syrup	SUBSTITUTES_FOR	brown sugar
margarine	SUBSTITUTES_FOR	butter
monterey jack	SUBSTITUTES_FOR	cheddar cheese
olive oil	SUBSTITUTES_FOR	avocado oil
olive oil	SUBSTITUTES_FOR	butter
olive oil	SUBSTITUTES_FOR	canola oil
olive oil	SUBSTITUTES_FOR	vegetable oil
parmesan cheese	SUBSTITUTES_FOR	asiago cheese
parmesan cheese	SUBSTITUTES_FOR	pecorino romano
pecorino romano	SUBSTITUTES_FOR	parmesan cheese
prawns	SUBSTITUTES_FOR	shrimp
queso fresco	SUBSTITUTES_FOR	feta cheese
red lentils	SUBSTITUTES_FOR	green lentils
red lentils	SUBSTITUTES_FOR	yellow lentils
rice noodles	SUBSTITUTES_FOR	glass noodles
rice noodles	SUBSTITUTES_FOR	vermicelli
romaine lettuce	SUBSTITUTES_FOR	butter lettuce
romaine lettuce	SUBSTITUTES_FOR	iceberg lettuce
salmon fillet	SUBSTITUTES_FOR	arctic char
salmon fillet	SUBSTITUTES_FOR	trout fillet
shrimp	SUBSTITUTES_FOR	langoustine
shrimp	SUBSTITUTES_FOR	prawns
sour cream	SUBSTITUTES_FOR	yogurt
soy sauce	SUBSTITUTES_FOR	coconut aminos
soy sauce	SUBSTITUTES_FOR	tamari
spaghetti	SUBSTITUTES_FOR	bucatini
spaghetti	SUBSTITUTES_FOR	fettuccine
spaghetti	SUBSTITUTES_FOR	linguine
spinach	SUBSTITUTES_FOR	collard greens
spinach	SUBSTITUTES_FOR	kale
spinach	SUBSTITUTES_FOR	swiss chard
swiss chard	SUBSTITUTES_FOR	spinach
tamari	SUBSTITUTES_FOR	soy sauce
trout fillet	SUBSTITUTES_FOR	salmon fillet
turkey breast	SUBSTITUTES_FOR	chicken breast
turkey thigh	SUBSTITUTES_FOR	chicken thigh
vegetable oil	SUBSTITUTES_FOR	olive oil
vermicelli	SUBSTITUTES_FOR	rice noodles
yellow lentils	SUBSTITUTES_FOR	red lentils
yogurt	SUBSTITUTES_FOR	greek yogurt
yogurt	SUBSTITUTES_FOR	sour cream
